Original name of the product,Product category,amount,unit price,currency,price including taxes,tax rate (%),country,date,source,tender ref,note,description_EN,unit_price_eur,spent
FFP2 Masken mit Ventil,FFP2,6480.0,2.91305,EUR,unknown,,Austria,2020-03-13,Red Cross FOIA,AT0158,,FFP2 masks with valve,2.91305,18876.564000000002
FFP3 Masken mit Ventil,FFP3,3440.0,5.7855,EUR,unknown,,Austria,2020-03-13,Red Cross FOIA,AT0159,,FFP3 masks with valve,5.7855,19902.12
FFP3 Masken mit Ventil,FFP3,8840.0,5.7855,EUR,unknown,,Austria,2020-03-13,Red Cross FOIA,AT0160,,FFP3 masks with valve,5.7855,51143.82
Überschuhe CPE weiss,,40000.0,0.08,EUR,unknown,,Austria,2020-03-22,Red Cross FOIA,AT0161,,Overshoes CPE white,0.08,3200.0
FFP2 Masken ohne Ventil 3 Stück/Packung,FFP2,1296.0,2.01985,EUR,unknown,,Austria,2020-03-19,Red Cross FOIA,AT0162,,FFP2 masks without valve 3 pieces / pack,2.01985,2617.7255999999998
FFP2 Masken mit Ventil 3 Stück/Packung,FFP2,7200.0,2.32435,EUR,unknown,,Austria,2020-03-19,Red Cross FOIA,AT0163,,FFP2 masks with valve 3 pieces / pack,2.32435,16735.32
FFP3 Masken mit Ventil 3 Stück/Packung,FFP3,432.0,4.04985,EUR,unknown,,Austria,2020-03-19,Red Cross FOIA,AT0164,,FFP3 masks with valve 3 pieces / pack,4.04985,1749.5352
VorProtect Schutzmaske mit CPA,,80000.0,8.932,EUR,unknown,,Austria,2020-04-12,Red Cross FOIA,AT0165,,VorProtect protective mask with CPA,8.932,714560.0
VorProtect Schutzmaske mit CPA,,80000.0,8.932,EUR,unknown,,Austria,2020-04-12,Red Cross FOIA,AT0166,,VorProtect protective mask with CPA,8.932,714560.0
VorProtect Schutzmaske mit CPA,,80000.0,8.932,EUR,unknown,,Austria,2020-04-12,Red Cross FOIA,AT0167,,VorProtect protective mask with CPA,8.932,714560.0
VorProtect Schutzmaske mit CPA,,80000.0,8.932,EUR,unknown,,Austria,2020-04-12,Red Cross FOIA,AT0168,,VorProtect protective mask with CPA,8.932,714560.0
VorProtect Schutzmaske mit CPA,,80000.0,8.932,EUR,unknown,,Austria,2020-04-12,Red Cross FOIA,AT0169,,VorProtect protective mask with CPA,8.932,714560.0
Händedesinfektion Sterillium® med 500ml,HAND SANITIZER,2000.0,5.5825,EUR,unknown,,Austria,2020-03-26,Red Cross FOIA,AT0170,,Hand disinfection Sterillium® med 500ml,5.5825,11165.0
Händedesinfektion Sterillium Classic pure 1000ml,HAND SANITIZER,1000.0,4.8517,EUR,unknown,,Austria,2020-03-30,Red Cross FOIA,AT0171,,Hand disinfection Sterillium Classic pure 1000ml,4.8517,4851.7
Händedesinfektion Sterillium Classic pure 1000ml,HAND SANITIZER,1000.0,4.8517,EUR,unknown,,Austria,2020-03-30,Red Cross FOIA,AT0172,,Hand disinfection Sterillium Classic pure 1000ml,4.8517,4851.7
"Händedesinfektion Sterillium 500ml, 6 Stück / Karton",HAND SANITIZER,735.0,5.7652,EUR,unknown,,Austria,2020-03-30,Red Cross FOIA,AT0173,,"Hand disinfection Sterillium 500ml, 6 pieces / box",5.7652,4237.4220000000005
"Händedesinfektion Sterillium A 500ml, 20 Stück / Karton",HAND SANITIZER,1000.0,4.3036,EUR,unknown,,Austria,2020-03-30,Red Cross FOIA,AT0174,,"Hand disinfection Sterillium A 500ml, 20 pieces / box",4.3036,4303.6
"Händedesinfektion Sterillium classic pure 500ml, 6 Stück / Karton",HAND SANITIZER,999.0,4.3036,EUR,unknown,,Austria,2020-03-30,Red Cross FOIA,AT0175,,"Hand disinfection Sterillium classic pure 500ml, 6 pieces / box",4.3036,4299.2964
Händedesinfektion Sterillium Classic pure 500ml,HAND SANITIZER,1000.0,4.3036,EUR,unknown,,Austria,2020-04-03,Red Cross FOIA,AT0176,,Hand disinfection Sterillium Classic pure 500ml,4.3036,4303.6
Händedesinfektion Sterillium Classic pure 1000ml,HAND SANITIZER,1000.0,4.8517,EUR,unknown,,Austria,2020-04-03,Red Cross FOIA,AT0177,,Hand disinfection Sterillium Classic pure 1000ml,4.8517,4851.7
Finger Pulsoximeter,,15000.0,17.255,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0178,,Finger Pulse Oximeter,17.255,258824.99999999997
Finger Pulsoximeter,,15000.0,17.255,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0179,,Finger Pulse Oximeter,17.255,258824.99999999997
Flächendesinfektionstücher Maxi Wipes,,70.0,,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0180,"Beutel', total price EUR 1242.6645",Surface disinfectant wipes Maxi Wipes,,
Flächendesinfektionstücher Tissues,,240.0,,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0181,"Dosen', total price EUR 1120.56",Surface disinfectant tissues,,
Flächendesinfektionsmittel 1000 ml,,200.0,3.25815,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0182,,Surface disinfectant 1000 ml,3.25815,651.63
Untersuchungshandschuhe steril,,427200.0,0.66,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0183,,Examination gloves sterile,0.66,281952.0
OP Masken EN14638 Typ2,,2000000.0,0.5,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0184,,OP Masks EN14638 Typ2,0.5,1000000.0
2 Stieltupfer in einer Sterilverpackung,,44000.0,,EUR,unknown,,Austria,2020-03-26,Red Cross FOIA,AT0185,"Packung', total price EUR 2233.0",2 stick swabs in sterile packaging,,
Untersuchungshandschuhe steril,,4800.0,0.66,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0186,,Examination gloves sterile,0.66,3168.0
Untersuchungshandschuhe steril,,14400.0,0.66,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0187,,Examination gloves sterile,0.66,9504.0
OP Masken EN14638 Typ2,,3024000.0,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0188,,OP Masks EN14638 Typ2,0.49735,1503986.4000000001
"Sentina Einmalschuhüberzug, blau",,435400.0,0.076125,EUR,unknown,,Austria,2020-04-09,Red Cross FOIA,AT0189,,"Sentina disposable shoe cover, blue",0.076125,33144.825
OP Masken EN14638 Typ2,,4476000.0,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0190,,OP Masks EN14638 Typ2,0.49735,2226138.6
OP Masken EN14638 Typ2,,406000.0,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0191,,OP Masks EN14638 Typ2,0.49735,201924.1
OP Masken EN14638 Typ2,,4000000.0,0.4872,EUR,unknown,,Austria,2020-03-24,Red Cross FOIA,AT0192,,OP Masks EN14638 Typ2,0.4872,1948800.0
Schutzoverall Gr. XL,,17400.0,23.2435,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0193,,Protective overall size. XL,23.2435,404436.9
Schutzoverall Gr. XXL,,18600.0,23.2435,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0194,,Protective overall size. XXL,23.2435,432329.10000000003
"Sentina Einmalschuhüberzug, blau",,164600.0,0.076125,EUR,unknown,,Austria,2020-04-09,Red Cross FOIA,AT0195,,"Sentina disposable shoe cover, blue",0.076125,12530.175
OP Masken EN14638 Typ2,,7094000.0,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0196,,OP Masks EN14638 Typ2,0.49735,3528200.9
OP Masken EN14638 Typ2,,7500000.0,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0197,,OP Masks EN14638 Typ2,0.49735,3730125.0
OP Masken EN14638 Typ2,,7500000.0,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0198,,OP Masks EN14638 Typ2,0.49735,3730125.0
OP Masken EN14638 Typ2,,26000000.0,0.4872,EUR,unknown,,Austria,2020-03-24,Red Cross FOIA,AT0199,,OP Masks EN14638 Typ2,0.4872,12667200.0
Schutzoverall Gr. XL,,32600.0,23.2435,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0200,,Protective overall size. XL,23.2435,757738.1
Schutzoverall Gr. XXL,,31400.0,23.2435,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0201,,Protective overall size. XXL,23.2435,729845.9
"Sentina Folienschürze, 75x135cm, blau",,140000.0,0.1827,EUR,unknown,,Austria,2020-04-09,Red Cross FOIA,AT0202,,"Sentina foil apron, 75x135cm, blue",0.1827,25578.0
"Sentina Folienschürze, 75x135cm, blau",,10000.0,0.1827,EUR,unknown,,Austria,2020-04-09,Red Cross FOIA,AT0203,,"Sentina foil apron, 75x135cm, blue",0.1827,1827.0
Medizid® Rapid Optima Schnelldesinfektion,,1080.0,7.6125,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0204,,Medizid® Rapid Optima rapid disinfection,7.6125,8221.5
Medizid® Rapid Optima Schnelldesinfektion,,540.0,7.6125,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0205,,Medizid® Rapid Optima rapid disinfection,7.6125,4110.75
"Alcoman® Händedesinfektion, 5 L",HAND SANITIZER,2400.0,,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0206,"Kanister', total price EUR 15103.2","Alcoman® hand disinfection, 5 L",,
"Alcoman®+ Händedesinfektion, 500 ml",HAND SANITIZER,5400.0,8.4245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0207,,"Alcoman® + hand disinfection, 500 ml",8.4245,45492.3
"Ethasept® Händedesinfektionsmittel, 500 ml",HAND SANITIZER,10800.0,8.4245,EUR,unknown,,Austria,2020-04-02,Red Cross FOIA,AT0208,,"Ethasept® hand disinfectant, 500 ml",8.4245,90984.6
Untersuchungshandschuhe,,6030000.0,0.034104,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0209,,Examination gloves,0.034104,205647.12000000002
Schutzkittel,,124600.0,3.1871,EUR,unknown,,Austria,2020-04-27,Red Cross FOIA,AT0210,,Protective gown,3.1871,397112.66000000003
Schutzkittel,,175000.0,3.1871,EUR,unknown,,Austria,2020-04-27,Red Cross FOIA,AT0211,,Protective gown,3.1871,557742.5
Schutzkittel,,25000.0,4.55735,EUR,unknown,,Austria,2020-04-27,Red Cross FOIA,AT0212,,Protective gown,4.55735,113933.74999999999
"Ethasept® Händedesinfektionsmittel, 500 ml",HAND SANITIZER,2160.0,8.4245,EUR,unknown,,Austria,2020-04-02,Red Cross FOIA,AT0213,,"Ethasept® hand disinfectant, 500 ml",8.4245,18196.920000000002
Untersuchungshandschuhe,,2610000.0,0.0593775,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0214,,Examination gloves,0.0593775,154975.275
OP Masken EN14638 Typ2,,1000000.0,0.609,EUR,unknown,,Austria,2020-03-24,Red Cross FOIA,AT0215,,OP Masks EN14638 Typ2,0.609,609000.0
OP Masken EN14638 Typ2,,2000000.0,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0216,,OP Masks EN14638 Typ2,0.5075,1014999.9999999999
OP Masken EN14638 Typ2,,2100000.0,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0217,,OP Masks EN14638 Typ2,0.5075,1065750.0
OP Masken EN14638 Typ2,,847000.0,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0218,,OP Masks EN14638 Typ2,0.5075,429852.49999999994
Schutzkittel,,46900.0,3.1871,EUR,unknown,,Austria,2020-04-27,Red Cross FOIA,AT0219,,Protective gown,3.1871,149474.99
"Ethasept® Händedesinfektionsmittel, 500 ml",HAND SANITIZER,3240.0,8.0185,EUR,unknown,,Austria,2020-04-02,Red Cross FOIA,AT0220,,"Ethasept® hand disinfectant, 500 ml",8.0185,25979.94
Untersuchungshandschuhe,,3690000.0,0.038367,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0221,,Examination gloves,0.038367,141574.22999999998
OP Masken EN14638 Typ2,,2400000.0,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0222,,OP Masks EN14638 Typ2,0.5075,1217999.9999999998
OP Masken EN14638 Typ2,,153000.0,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0223,,OP Masks EN14638 Typ2,0.5075,77647.49999999999
OP Masken EN14638 Typ2,,2500000.0,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0224,,OP Masks EN14638 Typ2,0.5075,1268749.9999999998
ProtexisPI Non-latex Handschuhe polyisoprene,,1021900.0,0.6699,EUR,unknown,,Austria,2020-04-21,Red Cross FOIA,AT0225,,ProtexisPI Non-latex Handschuhe polyisoprene,0.6699,684570.81
ProtexisPI Micro Handschuhe Non-latex polyisoprene,,159600.0,0.7714,EUR,unknown,,Austria,2020-04-21,Red Cross FOIA,AT0226,,ProtexisPI Micro Handschuhe Non-latex polyisoprene,0.7714,123115.44
ProtexisNeoprene Handschuhe Non-latex neoprene,,10400.0,0.61915,EUR,unknown,,Austria,2020-04-21,Red Cross FOIA,AT0227,,ProtexisNeoprene Handschuhe Non-latex neoprene,0.61915,6439.16
ProtexisLatex Handschuhe Latex,,13200.0,0.35525,EUR,unknown,,Austria,2020-04-21,Red Cross FOIA,AT0228,,ProtexisLatex Handschuhe Latex,0.35525,4689.3
ProtexisLatex Handschuhe Micro Latex,,480800.0,0.33495,EUR,unknown,,Austria,2020-04-21,Red Cross FOIA,AT0229,,ProtexisLatex Handschuhe Micro Latex,0.33495,161043.96000000002
ST40 BizTex Mikroporöser Overall weiß Type 5/6 L,,75000.0,16.037,EUR,unknown,,Austria,2020-04-03,Red Cross FOIA,AT0230,,ST40 BizTex microporous overall white type 5/6 L,16.037,1202775.0
ST41 BizTex Mikroporöser Overall mit Stiefelabdeck,,75000.0,16.037,EUR,unknown,,Austria,2020-04-03,Red Cross FOIA,AT0231,,ST41 BizTex microporous overall with boot cover,16.037,1202775.0
Beatmungsgerät Mindray SV 600,,3.0,24486.3675,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0232,,Ventilator Mindray SV 600,24486.3675,73459.10250000001
Beatmungsgerät Mindray SV 300,,7.0,13802.0715,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0233,,Ventilator Mindray SV 300,13802.0715,96614.5005
Beatmungsgerät Mindray SV 300,,3.0,13802.0715,EUR,unknown,,Austria,2020-03-26,Red Cross FOIA,AT0234,,Ventilator Mindray SV 300,13802.0715,41406.2145
Beatmungsgerät Mindray SV 600,,2.0,24486.3675,EUR,unknown,,Austria,2020-03-26,Red Cross FOIA,AT0235,,Ventilator Mindray SV 600,24486.3675,48972.735
Pulsoxy Mindray akkubetrieben,,100.0,545.055,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0236,,Pulsoxy Mindray battery operated,545.055,54505.49999999999
Beatmungsgerät Mindray SV 600,,5.0,24486.3675,EUR,unknown,,Austria,2020-03-26,Red Cross FOIA,AT0237,,Ventilator Mindray SV 600,24486.3675,122431.8375
Pulsoxy Mindray akkubetrieben,,100.0,545.055,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0238,,Pulsoxy Mindray battery operated,545.055,54505.49999999999
Pulsoxy Mindray batteriebetrieben,,300.0,408.03,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0239,,Pulsoxy Mindray battery batteries,408.03,122408.99999999999
MNS Masken,,1512539.0,1.34995,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0240,,MNS Masken,1.34995,2041852.02305
Overall Protection Suit Aseptic,DISPOSABLE COVERALL,21200.0,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0241,,Overall Protection Suit Aseptic,28.3185,600352.2
Overall L Protection Suit Aseptic,DISPOSABLE COVERALL,2500.0,28.3185,EUR,unknown,,Austria,2020-03-31,Red Cross FOIA,AT0242,,Overall L Protection Suit Aseptic,28.3185,70796.25
Overall XL Protection Suit Aseptic,DISPOSABLE COVERALL,1740.0,28.3185,EUR,unknown,,Austria,2020-03-31,Red Cross FOIA,AT0243,,Overall XL Protection Suit Aseptic,28.3185,49274.19
Overall XXL Protection Suit Aseptic,DISPOSABLE COVERALL,760.0,28.3185,EUR,unknown,,Austria,2020-03-31,Red Cross FOIA,AT0244,,Overall XXL Protection Suit Aseptic,28.3185,21522.06
KN95 Masken,KN95,236700.0,1.34995,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0245,,KN95 Masks,1.34995,319533.165
Overall Protection Suit Aseptic,DISPOSABLE COVERALL,85660.0,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0246,,Overall Protection Suit Aseptic,28.3185,2425762.71
Overall Protection Suit Aseptic,DISPOSABLE COVERALL,48000.0,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0247,,Overall Protection Suit Aseptic,28.3185,1359288.0
Overall Protection Suit Aseptic,DISPOSABLE COVERALL,28000.0,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0248,,Overall Protection Suit Aseptic,28.3185,792918.0
Overall Protection Suit Aseptic,DISPOSABLE COVERALL,28000.0,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0249,,Overall Protection Suit Aseptic,28.3185,792918.0
Overall Protection Suit Aseptic,DISPOSABLE COVERALL,30000.0,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0250,,Overall Protection Suit Aseptic,28.3185,849555.0
Overall L Protection Suit Aseptic,DISPOSABLE COVERALL,31040.0,28.3185,EUR,unknown,,Austria,2020-04-15,Red Cross FOIA,AT0251,,Overall L Protection Suit Aseptic,28.3185,879006.24
Overall XL Protection Suit Aseptic,DISPOSABLE COVERALL,10900.0,28.3185,EUR,unknown,,Austria,2020-04-15,Red Cross FOIA,AT0252,,Overall XL Protection Suit Aseptic,28.3185,308671.65
Overall XL Protection Suit Aseptic,DISPOSABLE COVERALL,89100.0,28.3185,EUR,unknown,,Austria,2020-04-15,Red Cross FOIA,AT0253,,Overall XL Protection Suit Aseptic,28.3185,2523178.35
Overall XXL Protection Suit Aseptic,DISPOSABLE COVERALL,49260.0,28.3185,EUR,unknown,,Austria,2020-04-15,Red Cross FOIA,AT0254,,Overall XXL Protection Suit Aseptic,28.3185,1394969.31
KN95 Masken,KN95,18250761.0,1.34995,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0255,,KN95 Masks,1.34995,24637614.81195
Overall Protection Suit Aseptic,DISPOSABLE COVERALL,142140.0,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0256,,Overall Protection Suit Aseptic,28.3185,4025191.59
Händedesinfektionsmittel,HAND SANITIZER,1485.0,,EUR,unknown,,Austria,2020-03-19,Red Cross FOIA,AT0257,"Kanister', total price EUR 10249.47",Hand disinfectant,,
Händedesinfektionsmittel,HAND SANITIZER,1515.0,,EUR,unknown,,Austria,2020-03-25,Red Cross FOIA,AT0258,"Kanister', total price EUR 10456.53",Hand disinfectant,,
Händedesinfektionsmittel,HAND SANITIZER,1500.0,,EUR,unknown,,Austria,2020-03-27,Red Cross FOIA,AT0259,"Kanister', total price EUR 10353.0",Hand disinfectant,,
Händedesinfektionsmittel,HAND SANITIZER,1500.0,,EUR,unknown,,Austria,2020-04-03,Red Cross FOIA,AT0260,"Kanister', total price EUR 10353.0",Hand disinfectant,,
FFP2 Masken ohne Ventil,FFP2,170400.0,1.75,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0261,,FFP2 masks without valve,1.75,298200.0
FFP2 Masken ohne Ventil,FFP2,49960.0,1.75,EUR,unknown,,Austria,2020-04-02,Red Cross FOIA,AT0262,,FFP2 masks without valve,1.75,87430.0
Sauerstoffbrille,,200000.0,0.55825,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0263,,Oxygen goggles,0.55825,111650.0
OmniOx NIV Atemtherapiegerät HFT500N Nichtinvasiv,,205.0,5020.0,EUR,unknown,,Austria,2020-03-30,Red Cross FOIA,AT0264,,OmniOx NIV respiratory therapy device HFT500N non-invasive,5020.0,1029100.0
Carestation 650 Narkosearbeitsplatz,,100.0,20399.0,EUR,unknown,,Austria,2020-03-30,Red Cross FOIA,AT0265,,Carestation 650 anesthetic workplace,20399.0,2039900.0
Untersuchungshandschuhe,MEDICAL GLOVES,10183000.0,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0266,,Examination gloves,0.02282126,232388.89058
Untersuchungshandschuhe,MEDICAL GLOVES,218000.0,0.02555973,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0267,,Examination gloves,0.02555973,5572.02114
Untersuchungshandschuhe steril,MEDICAL GLOVES,12000.0,0.08626485,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0268,,Examination gloves sterile,0.08626485,1035.1782
Untersuchungshandschuhe steril,MEDICAL GLOVES,12000.0,0.08626485,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0269,,Examination gloves sterile,0.08626485,1035.1782
Untersuchungshandschuhe,MEDICAL GLOVES,4908000.0,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0270,,Examination gloves,0.02282126,112006.74408
Untersuchungshandschuhe,MEDICAL GLOVES,414000.0,0.02555973,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0271,,Examination gloves,0.02555973,10581.728219999999
Untersuchungshandschuhe,MEDICAL GLOVES,544000.0,0.22127,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0272,,Examination gloves,0.22127,120370.87999999999
Untersuchungshandschuhe,MEDICAL GLOVES,544000.0,0.22127,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0273,,Examination gloves,0.22127,120370.87999999999
Untersuchungshandschuhe,MEDICAL GLOVES,9934000.0,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0274,,Examination gloves,0.02282126,226706.39684
Untersuchungshandschuhe,MEDICAL GLOVES,1088000.0,0.22127,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0275,,Examination gloves,0.22127,240741.75999999998
Untersuchungshandschuhe,MEDICAL GLOVES,8944000.0,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0276,,Examination gloves,0.02282126,204113.34944
Untersuchungshandschuhe,MEDICAL GLOVES,8944000.0,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0277,,Examination gloves,0.02282126,204113.34944
Untersuchungshandschuhe,MEDICAL GLOVES,8944000.0,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0278,,Examination gloves,0.02282126,204113.34944
Untersuchungshandschuhe,MEDICAL GLOVES,4257300.0,0.02555973,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0279,,Examination gloves,0.02555973,108815.43852899999
Untersuchungshandschuhe Zytostatika S,MEDICAL GLOVES,703000.0,0.03,EUR,unknown,,Austria,2020-03-25,Red Cross FOIA,AT0280,,Examination gloves cytostatics S,0.03,21090.0
Untersuchungshandschuhe Zytostatika M,MEDICAL GLOVES,706000.0,0.03,EUR,unknown,,Austria,2020-03-25,Red Cross FOIA,AT0281,,Examination gloves cytostatics M,0.03,21180.0
Untersuchungshandschuhe Zytostatika L,MEDICAL GLOVES,712000.0,0.03,EUR,unknown,,Austria,2020-03-25,Red Cross FOIA,AT0282,,Examination gloves cytostatics L,0.03,21360.0
Untersuchungshandschuhe,MEDICAL GLOVES,736000.0,0.22127,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0283,,Examination gloves,0.22127,162854.72
Untersuchungshandschuhe,MEDICAL GLOVES,5143000.0,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0284,,Examination gloves,0.02282126,117369.74018
Untersuchungshandschuhe,MEDICAL GLOVES,2110700.0,0.02555973,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0285,,Examination gloves,0.02555973,53948.922111
Untersuchungshandschuhe,MEDICAL GLOVES,355200.0,0.090538,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0286,,Examination gloves,0.090538,32159.097599999997
Untersuchungshandschuhe,MEDICAL GLOVES,84000.0,0.0878381,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0287,,Examination gloves,0.0878381,7378.4004
COVID 19 Virus Testbesteck,COVID19 TEST,82000.0,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0288,,COVID 19 virus test kit,4.90245,402000.9
COVID 19 Virus Testbesteck,COVID19 TEST,17740.0,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0289,,COVID 19 virus test kit,4.90245,86969.463
COVID 19 Virus Testbesteck,COVID19 TEST,99760.0,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0290,,COVID 19 virus test kit,4.90245,489068.412
COVID 19 Virus Testbesteck,COVID19 TEST,100000.0,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0291,,COVID 19 virus test kit,4.90245,490245.0
COVID 19 Virus Testbesteck,COVID19 TEST,100000.0,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0292,,COVID 19 virus test kit,4.90245,490245.0
COVID 19 Virus Testbesteck,COVID19 TEST,100000.0,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0293,,COVID 19 virus test kit,4.90245,490245.0
COVID 19 Virus Testbesteck,COVID19 TEST,100000.0,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0294,,COVID 19 virus test kit,4.90245,490245.0
COVID 19 Virus Testbesteck,COVID19 TEST,100000.0,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0295,,COVID 19 virus test kit,4.90245,490245.0
COVID 19 Virus Testbesteck,COVID19 TEST,100000.0,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0296,,COVID 19 virus test kit,4.90245,490245.0
COVID 19 Virus Testbesteck,COVID19 TEST,100000.0,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0297,,COVID 19 virus test kit,4.90245,490245.0
