Original name of the product,Product category,amount,unit price,currency,price including taxes,tax rate (%),country,date,source,tender ref,note,description_EN
OP Masken EN14638 Typ2,,2000000,0.5,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0184,,OP Masks EN14638 Typ2
2 Stieltupfer in einer Sterilverpackung,,44000,,EUR,unknown,,Austria,2020-03-26,Red Cross FOIA,AT0185,"Packung', total price EUR 2233.0",2 stick swabs in sterile packaging
Untersuchungshandschuhe steril,,4800,0.66,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0186,,Examination gloves sterile
Untersuchungshandschuhe steril,,14400,0.66,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0187,,Examination gloves sterile
OP Masken EN14638 Typ2,,3024000,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0188,,OP Masks EN14638 Typ2
"Sentina Einmalschuhüberzug, blau",,435400,0.076125,EUR,unknown,,Austria,2020-04-09,Red Cross FOIA,AT0189,,"Sentina disposable shoe cover, blue"
OP Masken EN14638 Typ2,,4476000,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0190,,OP Masks EN14638 Typ2
OP Masken EN14638 Typ2,,406000,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0191,,OP Masks EN14638 Typ2
OP Masken EN14638 Typ2,,4000000,0.4872,EUR,unknown,,Austria,2020-03-24,Red Cross FOIA,AT0192,,OP Masks EN14638 Typ2
Schutzoverall Gr. XL,,17400,23.2435,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0193,,Protective overall size. XL
Schutzoverall Gr. XXL,,18600,23.2435,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0194,,Protective overall size. XXL
"Sentina Einmalschuhüberzug, blau",,164600,0.076125,EUR,unknown,,Austria,2020-04-09,Red Cross FOIA,AT0195,,"Sentina disposable shoe cover, blue"
OP Masken EN14638 Typ2,,7094000,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0196,,OP Masks EN14638 Typ2
OP Masken EN14638 Typ2,,7500000,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0197,,OP Masks EN14638 Typ2
OP Masken EN14638 Typ2,,7500000,0.49735,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0198,,OP Masks EN14638 Typ2
OP Masken EN14638 Typ2,,26000000,0.4872,EUR,unknown,,Austria,2020-03-24,Red Cross FOIA,AT0199,,OP Masks EN14638 Typ2
Schutzoverall Gr. XL,,32600,23.2435,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0200,,Protective overall size. XL
Schutzoverall Gr. XXL,,31400,23.2435,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0201,,Protective overall size. XXL
"Sentina Folienschürze, 75x135cm, blau",,140000,0.1827,EUR,unknown,,Austria,2020-04-09,Red Cross FOIA,AT0202,,"Sentina foil apron, 75x135cm, blue"
"Sentina Folienschürze, 75x135cm, blau",,10000,0.1827,EUR,unknown,,Austria,2020-04-09,Red Cross FOIA,AT0203,,"Sentina foil apron, 75x135cm, blue"
Medizid® Rapid Optima Schnelldesinfektion,,1080,7.6125,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0204,,Medizid® Rapid Optima rapid disinfection
Medizid® Rapid Optima Schnelldesinfektion,,540,7.6125,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0205,,Medizid® Rapid Optima rapid disinfection
"Alcoman® Händedesinfektion, 5 L",Hand sanitizer,2400,,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0206,"Kanister', total price EUR 15103.2","Alcoman® hand disinfection, 5 L"
"Alcoman®+ Händedesinfektion, 500 ml",Hand sanitizer,5400,8.4245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0207,,"Alcoman® + hand disinfection, 500 ml"
"Ethasept® Händedesinfektionsmittel, 500 ml",Hand sanitizer,10800,8.4245,EUR,unknown,,Austria,2020-04-02,Red Cross FOIA,AT0208,,"Ethasept® hand disinfectant, 500 ml"
Untersuchungshandschuhe,,6030000,0.034104,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0209,,Examination gloves
Schutzkittel,,124600,3.1871,EUR,unknown,,Austria,2020-04-27,Red Cross FOIA,AT0210,,Protective gown
Schutzkittel,,175000,3.1871,EUR,unknown,,Austria,2020-04-27,Red Cross FOIA,AT0211,,Protective gown
Schutzkittel,,25000,4.55735,EUR,unknown,,Austria,2020-04-27,Red Cross FOIA,AT0212,,Protective gown
"Ethasept® Händedesinfektionsmittel, 500 ml",Hand sanitizer,2160,8.4245,EUR,unknown,,Austria,2020-04-02,Red Cross FOIA,AT0213,,"Ethasept® hand disinfectant, 500 ml"
Untersuchungshandschuhe,,2610000,0.0593775,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0214,,Examination gloves
OP Masken EN14638 Typ2,,1000000,0.609,EUR,unknown,,Austria,2020-03-24,Red Cross FOIA,AT0215,,OP Masks EN14638 Typ2
OP Masken EN14638 Typ2,,2000000,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0216,,OP Masks EN14638 Typ2
OP Masken EN14638 Typ2,,2100000,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0217,,OP Masks EN14638 Typ2
OP Masken EN14638 Typ2,,847000,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0218,,OP Masks EN14638 Typ2
Schutzkittel,,46900,3.1871,EUR,unknown,,Austria,2020-04-27,Red Cross FOIA,AT0219,,Protective gown
"Ethasept® Händedesinfektionsmittel, 500 ml",Hand sanitizer,3240,8.0185,EUR,unknown,,Austria,2020-04-02,Red Cross FOIA,AT0220,,"Ethasept® hand disinfectant, 500 ml"
Untersuchungshandschuhe,,3690000,0.038367,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0221,,Examination gloves
OP Masken EN14638 Typ2,,2400000,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0222,,OP Masks EN14638 Typ2
OP Masken EN14638 Typ2,,153000,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0223,,OP Masks EN14638 Typ2
OP Masken EN14638 Typ2,,2500000,0.5075,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0224,,OP Masks EN14638 Typ2
ProtexisPI Non-latex Handschuhe polyisoprene,,1021900,0.6699,EUR,unknown,,Austria,2020-04-21,Red Cross FOIA,AT0225,,ProtexisPI Non-latex Handschuhe polyisoprene
ProtexisPI Micro Handschuhe Non-latex polyisoprene,,159600,0.7714,EUR,unknown,,Austria,2020-04-21,Red Cross FOIA,AT0226,,ProtexisPI Micro Handschuhe Non-latex polyisoprene
ProtexisNeoprene Handschuhe Non-latex neoprene,,10400,0.61915,EUR,unknown,,Austria,2020-04-21,Red Cross FOIA,AT0227,,ProtexisNeoprene Handschuhe Non-latex neoprene
ProtexisLatex Handschuhe Latex,,13200,0.35525,EUR,unknown,,Austria,2020-04-21,Red Cross FOIA,AT0228,,ProtexisLatex Handschuhe Latex
ProtexisLatex Handschuhe Micro Latex,,480800,0.33495,EUR,unknown,,Austria,2020-04-21,Red Cross FOIA,AT0229,,ProtexisLatex Handschuhe Micro Latex
ST40 BizTex Mikroporöser Overall weiß Type 5/6 L,,75000,16.037,EUR,unknown,,Austria,2020-04-03,Red Cross FOIA,AT0230,,ST40 BizTex microporous overall white type 5/6 L
ST41 BizTex Mikroporöser Overall mit Stiefelabdeck,,75000,16.037,EUR,unknown,,Austria,2020-04-03,Red Cross FOIA,AT0231,,ST41 BizTex microporous overall with boot cover
Beatmungsgerät Mindray SV 600,,3,24486.3675,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0232,,Ventilator Mindray SV 600
Beatmungsgerät Mindray SV 300,,7,13802.0715,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0233,,Ventilator Mindray SV 300
Beatmungsgerät Mindray SV 300,,3,13802.0715,EUR,unknown,,Austria,2020-03-26,Red Cross FOIA,AT0234,,Ventilator Mindray SV 300
Beatmungsgerät Mindray SV 600,,2,24486.3675,EUR,unknown,,Austria,2020-03-26,Red Cross FOIA,AT0235,,Ventilator Mindray SV 600
Pulsoxy Mindray akkubetrieben,,100,545.055,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0236,,Pulsoxy Mindray battery operated
Beatmungsgerät Mindray SV 600,,5,24486.3675,EUR,unknown,,Austria,2020-03-26,Red Cross FOIA,AT0237,,Ventilator Mindray SV 600
Pulsoxy Mindray akkubetrieben,,100,545.055,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0238,,Pulsoxy Mindray battery operated
Pulsoxy Mindray batteriebetrieben,,300,408.03,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0239,,Pulsoxy Mindray battery batteries
MNS Masken,,1512539,1.34995,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0240,,MNS Masken
Overall Protection Suit Aseptic,Disposable coverall,21200,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0241,,Overall Protection Suit Aseptic
Overall L Protection Suit Aseptic,Disposable coverall,2500,28.3185,EUR,unknown,,Austria,2020-03-31,Red Cross FOIA,AT0242,,Overall L Protection Suit Aseptic
Overall XL Protection Suit Aseptic,Disposable coverall,1740,28.3185,EUR,unknown,,Austria,2020-03-31,Red Cross FOIA,AT0243,,Overall XL Protection Suit Aseptic
Overall XXL Protection Suit Aseptic,Disposable coverall,760,28.3185,EUR,unknown,,Austria,2020-03-31,Red Cross FOIA,AT0244,,Overall XXL Protection Suit Aseptic
KN95 Masken,KN95,236700,1.34995,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0245,,KN95 Masks
Overall Protection Suit Aseptic,Disposable coverall,85660,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0246,,Overall Protection Suit Aseptic
Overall Protection Suit Aseptic,Disposable coverall,48000,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0247,,Overall Protection Suit Aseptic
Overall Protection Suit Aseptic,Disposable coverall,28000,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0248,,Overall Protection Suit Aseptic
Overall Protection Suit Aseptic,Disposable coverall,28000,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0249,,Overall Protection Suit Aseptic
Overall Protection Suit Aseptic,Disposable coverall,30000,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0250,,Overall Protection Suit Aseptic
Overall L Protection Suit Aseptic,Disposable coverall,31040,28.3185,EUR,unknown,,Austria,2020-04-15,Red Cross FOIA,AT0251,,Overall L Protection Suit Aseptic
Overall XL Protection Suit Aseptic,Disposable coverall,10900,28.3185,EUR,unknown,,Austria,2020-04-15,Red Cross FOIA,AT0252,,Overall XL Protection Suit Aseptic
Overall XL Protection Suit Aseptic,Disposable coverall,89100,28.3185,EUR,unknown,,Austria,2020-04-15,Red Cross FOIA,AT0253,,Overall XL Protection Suit Aseptic
Overall XXL Protection Suit Aseptic,Disposable coverall,49260,28.3185,EUR,unknown,,Austria,2020-04-15,Red Cross FOIA,AT0254,,Overall XXL Protection Suit Aseptic
KN95 Masken,KN95,18250761,1.34995,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0255,,KN95 Masks
Overall Protection Suit Aseptic,Disposable coverall,142140,28.3185,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0256,,Overall Protection Suit Aseptic
Händedesinfektionsmittel,Hand sanitizer,1485,,EUR,unknown,,Austria,2020-03-19,Red Cross FOIA,AT0257,"Kanister', total price EUR 10249.47",Hand disinfectant
Händedesinfektionsmittel,Hand sanitizer,1515,,EUR,unknown,,Austria,2020-03-25,Red Cross FOIA,AT0258,"Kanister', total price EUR 10456.53",Hand disinfectant
Händedesinfektionsmittel,Hand sanitizer,1500,,EUR,unknown,,Austria,2020-03-27,Red Cross FOIA,AT0259,"Kanister', total price EUR 10353.0",Hand disinfectant
Händedesinfektionsmittel,Hand sanitizer,1500,,EUR,unknown,,Austria,2020-04-03,Red Cross FOIA,AT0260,"Kanister', total price EUR 10353.0",Hand disinfectant
FFP2 Masken ohne Ventil,FFP2,170400,1.75,EUR,unknown,,Austria,2020-03-23,Red Cross FOIA,AT0261,,FFP2 masks without valve
FFP2 Masken ohne Ventil,FFP2,49960,1.75,EUR,unknown,,Austria,2020-04-02,Red Cross FOIA,AT0262,,FFP2 masks without valve
Sauerstoffbrille,,200000,0.55825,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0263,,Oxygen goggles
OmniOx NIV Atemtherapiegerät HFT500N Nichtinvasiv,,205,5020,EUR,unknown,,Austria,2020-03-30,Red Cross FOIA,AT0264,,OmniOx NIV respiratory therapy device HFT500N non-invasive
Carestation 650 Narkosearbeitsplatz,,100,20399,EUR,unknown,,Austria,2020-03-30,Red Cross FOIA,AT0265,,Carestation 650 anesthetic workplace
Untersuchungshandschuhe,Medical gloves,10183000,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0266,,Examination gloves
Untersuchungshandschuhe,Medical gloves,218000,0.02555973,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0267,,Examination gloves
Untersuchungshandschuhe steril,Medical gloves,12000,0.08626485,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0268,,Examination gloves sterile
Untersuchungshandschuhe steril,Medical gloves,12000,0.08626485,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0269,,Examination gloves sterile
Untersuchungshandschuhe,Medical gloves,4908000,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0270,,Examination gloves
Untersuchungshandschuhe,Medical gloves,414000,0.02555973,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0271,,Examination gloves
Untersuchungshandschuhe,Medical gloves,544000,0.22127,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0272,,Examination gloves
Untersuchungshandschuhe,Medical gloves,544000,0.22127,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0273,,Examination gloves
Untersuchungshandschuhe,Medical gloves,9934000,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0274,,Examination gloves
Untersuchungshandschuhe,Medical gloves,1088000,0.22127,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0275,,Examination gloves
Untersuchungshandschuhe,Medical gloves,8944000,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0276,,Examination gloves
Untersuchungshandschuhe,Medical gloves,8944000,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0277,,Examination gloves
Untersuchungshandschuhe,Medical gloves,8944000,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0278,,Examination gloves
Untersuchungshandschuhe,Medical gloves,4257300,0.02555973,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0279,,Examination gloves
Untersuchungshandschuhe Zytostatika S,Medical gloves,703000,0.03,EUR,unknown,,Austria,2020-03-25,Red Cross FOIA,AT0280,,Examination gloves cytostatics S
Untersuchungshandschuhe Zytostatika M,Medical gloves,706000,0.03,EUR,unknown,,Austria,2020-03-25,Red Cross FOIA,AT0281,,Examination gloves cytostatics M
Untersuchungshandschuhe Zytostatika L,Medical gloves,712000,0.03,EUR,unknown,,Austria,2020-03-25,Red Cross FOIA,AT0282,,Examination gloves cytostatics L
Untersuchungshandschuhe,Medical gloves,736000,0.22127,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0283,,Examination gloves
Untersuchungshandschuhe,Medical gloves,5143000,0.02282126,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0284,,Examination gloves
Untersuchungshandschuhe,Medical gloves,2110700,0.02555973,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0285,,Examination gloves
Untersuchungshandschuhe,Medical gloves,355200,0.090538,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0286,,Examination gloves
Untersuchungshandschuhe,Medical gloves,84000,0.0878381,EUR,unknown,,Austria,2020-03-17,Red Cross FOIA,AT0287,,Examination gloves
COVID 19 Virus Testbesteck,covid19 test,82000,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0288,,COVID 19 virus test kit
COVID 19 Virus Testbesteck,covid19 test,17740,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0289,,COVID 19 virus test kit
COVID 19 Virus Testbesteck,covid19 test,99760,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0290,,COVID 19 virus test kit
COVID 19 Virus Testbesteck,covid19 test,100000,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0291,,COVID 19 virus test kit
COVID 19 Virus Testbesteck,covid19 test,100000,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0292,,COVID 19 virus test kit
COVID 19 Virus Testbesteck,covid19 test,100000,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0293,,COVID 19 virus test kit
COVID 19 Virus Testbesteck,covid19 test,100000,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0294,,COVID 19 virus test kit
COVID 19 Virus Testbesteck,covid19 test,100000,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0295,,COVID 19 virus test kit
COVID 19 Virus Testbesteck,covid19 test,100000,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0296,,COVID 19 virus test kit
COVID 19 Virus Testbesteck,covid19 test,100000,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0297,,COVID 19 virus test kit
COVID 19 Virus Testbesteck,covid19 test,100000,4.90245,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0298,,COVID 19 virus test kit
Schutzbrille,Goggles,150000,3.60325,EUR,unknown,,Austria,2020-04-07,Red Cross FOIA,AT0299,,safety goggles
Schutzbrille,Goggles,300000,3.29875,EUR,unknown,,Austria,2020-04-20,Red Cross FOIA,AT0300,,safety goggles
Schutzbrille,Goggles,300000,3.29875,EUR,unknown,,Austria,2020-04-20,Red Cross FOIA,AT0301,,safety goggles
SARS-CoV-2 Ab Rapid Test VE=50,covid19 test,996000,,EUR,unknown,,Austria,2020-04-01,Red Cross FOIA,AT0302,"Packung', total price EUR 4159755.2556",SARS-CoV-2 Ab Rapid Test VE = 50
SARS-CoV-2 Ab Elisa Kit VE=96,covid19 test,1440,,EUR,unknown,,Austria,2020-03-27,Red Cross FOIA,AT0303,"Packung', total price EUR 7886.55",SARS-CoV-2 Ab Elisa Kit VE = 96
SARS-CoV-2 Ab Elisa Kit VE=96,covid19 test,1920,,EUR,unknown,,Austria,2020-03-27,Red Cross FOIA,AT0304,"Packung', total price EUR 10515.4",SARS-CoV-2 Ab Elisa Kit VE = 96
uvex 9710 PET Gesichtsschutz,,10000,7.105,EUR,unknown,,Austria,2020-04-22,Red Cross FOIA,AT0305,,uvex 9710 PET face protection
uvex 9710 PET Gesichtsschutz,,20000,7.105,EUR,unknown,,Austria,2020-04-22,Red Cross FOIA,AT0306,,uvex 9710 PET face protection
Schutzbrille ultrasonic fbl. sv exc. grau/orange,,50000,12.789,EUR,unknown,,Austria,2020-04-02,Red Cross FOIA,AT0307,,Safety glasses ultrasonic fbl. sv exc. gray / orange
Aeonmed VG70 ventilator,Ventilator,,30000,EUR,,,Bulgaria,2020-03-27,bivol.bg FOIA Ministry of Health,,,Aeonmed VG70 fan
FFP2 Ryzur KN95 respirator REF RZ95B,FFP2,1600000,1.6,EUR,,,Bulgaria,2020-03-27,bivol.bg Contract Leak,,,FFP2 Ryzur KN95 respirator REF RZ95B
ČEPICE,Hospital clothing,47000,2,CZK,,,Czechia,2020-04-08,hlidacstatu.cz,,,CAP
ČEPICE,Hospital clothing,300000,5,CZK,,,Czechia,2020-04-08,hlidacstatu.cz,,,CAP
ETIKETY NA KONTEJNERY,,6000,1,CZK,,,Czechia,2020-03-16,hlidacstatu.cz,,,CONTAINER LABELS
KONTEJNER NA ZKUMAVKY,,6000,5,CZK,,,Czechia,2020-03-16,hlidacstatu.cz,,,TUBE CONTAINER
MASKA K VENTILÁTORU,,120,3864,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,FAN MASK
MONITOR K PLICNÍMU VENTILÁTORU,Ventilator's components,10,60000,CZK,,,Czechia,2020-03-19,hlidacstatu.cz,,,PULMETER FAN MONITOR
MONITOR K PLICNÍMU VENTILÁTORU,Ventilator's components,10,60000,CZK,,,Czechia,2020-03-19,hlidacstatu.cz,,,PULMETER FAN MONITOR
MONITOR K PLICNÍMU VENTILÁTORU,Ventilator's components,10,60000,CZK,,,Czechia,2020-03-19,hlidacstatu.cz,,,PULMETER FAN MONITOR
MONITOR K PLICNÍMU VENTILÁTORU,Ventilator's components,15,60000,CZK,,,Czechia,2020-03-19,hlidacstatu.cz,,,PULMETER FAN MONITOR
MONITOR K PLICNÍMU VENTILÁTORU,Ventilator's components,10,60000,CZK,,,Czechia,2020-03-19,hlidacstatu.cz,,,PULMETER FAN MONITOR
NÁVLEK NA OBUV,,10000,2,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SHOE COVER
OCHRANNÉ BRÝLE,Goggles,130,63,CZK,,,Czechia,2020-03-15,hlidacstatu.cz,,,PROTECTION GLASSES
OCHRANNÉ BRÝLE,Goggles,394,68,CZK,,,Czechia,2020-03-15,hlidacstatu.cz,,,PROTECTION GLASSES
OCHRANNÉ BRÝLE,Goggles,100,59,CZK,,,Czechia,2020-03-15,hlidacstatu.cz,,,PROTECTION GLASSES
OCHRANNÉ BRÝLE,Goggles,500,63,CZK,,,Czechia,2020-03-15,hlidacstatu.cz,,,PROTECTION GLASSES
OCHRANNÉ BRÝLE,Goggles,200,59,CZK,,,Czechia,2020-03-17,hlidacstatu.cz,,,PROTECTION GLASSES
OCHRANNÉ BRÝLE,Goggles,1000,63,CZK,,,Czechia,2020-03-31,hlidacstatu.cz,,,PROTECTION GLASSES
OCHRANNÉ BRÝLE,Goggles,1000,63,CZK,,,Czechia,2020-04-07,hlidacstatu.cz,,,PROTECTION GLASSES
OCHRANNÉ BRÝLE,Goggles,2000,63,CZK,,,Czechia,2020-04-14,hlidacstatu.cz,,,PROTECTION GLASSES
OCHRANNÉ OBLEKY,Disposable coverall,50000,404,CZK,,,Czechia,2020-03-18,hlidacstatu.cz,,,PROTECTIVE SUITS
OCHRANNÉ OBLEKY,Disposable coverall,100000,404,CZK,,,Czechia,2020-03-18,hlidacstatu.cz,,,PROTECTIVE SUITS
OCHRANNÉ OBLEKY,Disposable coverall,100000,404,CZK,,,Czechia,2020-03-18,hlidacstatu.cz,,,PROTECTIVE SUITS
OCHRANNÉ OBLEKY,Disposable coverall,100000,404,CZK,,,Czechia,2020-03-18,hlidacstatu.cz,,,PROTECTIVE SUITS
OCHRANNÉ OBLEKY,Disposable coverall,100000,404,CZK,,,Czechia,2020-03-18,hlidacstatu.cz,,,PROTECTIVE SUITS
OCHRANNÉ OBLEKY,Disposable coverall,200000,122,CZK,,,Czechia,2020-03-18,hlidacstatu.cz,,,PROTECTIVE SUITS
OCHRANNÉ OBLEKY,Disposable coverall,100000,122,CZK,,,Czechia,2020-03-18,hlidacstatu.cz,,,PROTECTIVE SUITS
OCHRANNÉ RUKAVICE,Medical gloves,147000,1,CZK,,,Czechia,2020-03-16,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,1018200,1,CZK,,,Czechia,2020-03-16,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,105850,19,CZK,,,Czechia,2020-03-16,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,17944,10,CZK,,,Czechia,2020-03-20,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,10000,17,CZK,,,Czechia,2020-03-20,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,27400,5,CZK,,,Czechia,2020-03-21,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,900000,1,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,5000,1,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,2000,1,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,10000,1,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,5000,1,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,5000,1,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,10000,1,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,3000,1,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,2000,1,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,3000,1,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,2000,4,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,2000,4,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
OCHRANNÉ RUKAVICE,Medical gloves,4800,4,CZK,,,Czechia,2020-03-23,hlidacstatu.cz,,,SAFETY GLOVES
